      id      |    ?column?    |       replace        
 247446502100 | no_left_turn   | 34.194680,108.888543
 247464230100 | no_left_turn   | 34.268738,108.839517
 247464230100 | no_left_turn   | 34.268741,108.839060
 247464230100 | no_left_turn   | 34.268742,108.839293
 247464230100 | no_left_turn   | 34.268747,108.839738
 247464230100 | no_left_turn   | 34.268747,108.840032
 247464230100 | no_left_turn   | 34.268863,108.839058
 247480356100 | no_left_turn   | 34.242432,108.917240
 247501137100 | no_left_turn   | 34.259418,108.963118
 247501137100 | no_left_turn   | 34.259429,108.962615
 247501137100 | no_left_turn   | 34.259500,108.963121
 247506365100 | no_left_turn   | 34.270831,109.041298
 247506365100 | no_left_turn   | 34.273972,109.040620
 247506365100 | no_left_turn   | 34.274066,109.040617
 247506365100 | no_left_turn   | 34.274510,109.042788
 247584223100 | no_left_turn   | 34.175593,108.864138
 247584223100 | no_left_turn   | 34.176712,108.864090
 247609705100 | no_left_turn   | 34.259413,108.952212
 247609705100 | no_left_turn   | 34.259417,108.954163
 247609705100 | no_left_turn   | 34.259505,108.954167
 247609705100 | no_left_turn   | 34.259568,108.954169
 247609705100 | no_left_turn   | 34.259630,108.954170
 247635575100 | no_left_turn   | 34.259231,108.923594
 247635575100 | no_left_turn   | 34.259280,108.923320
 247635575100 | no_left_turn   | 34.259316,108.923055
 247635575100 | no_left_turn   | 34.260034,108.922919
 247651084100 | no_left_turn   | 34.244627,108.917411
 247657335100 | no_left_turn   | 34.210044,108.930952
 247657335100 | no_left_turn   | 34.210753,108.930943
 247718350100 | no_left_turn   | 34.210495,108.965937
 247718350100 | no_left_turn   | 34.211407,108.965520
 247825954100 | no_left_turn   | 34.173013,108.883105
 247825954100 | no_left_turn   | 34.173198,108.883312
 247929105100 | no_left_turn   | 34.234868,109.012710
 247929105100 | no_left_turn   | 34.235574,109.012060
 248059228100 | no_left_turn   | 34.269325,108.927573
 248059228100 | no_left_turn   | 34.269537,108.927576
 248059228100 | no_left_turn   | 34.269625,108.927571
 248059228100 | no_left_turn   | 34.269696,108.927569
 248059228100 | no_left_turn   | 34.269793,108.927770
 248097110100 | no_left_turn   | 34.198338,108.884535
 248097110100 | no_left_turn   | 34.198345,108.884634
 248097110100 | no_left_turn   | 34.198538,108.884559
 248097110100 | no_left_turn   | 34.198588,108.884023
 248105601100 | no_left_turn   | 34.259330,108.963126
 248105601100 | no_left_turn   | 34.259418,108.963118
 248105601100 | no_left_turn   | 34.259420,108.962984
 248105601100 | no_left_turn   | 34.259429,108.962615
 248105601100 | no_left_turn   | 34.259500,108.963121
 248123172100 | no_left_turn   | 34.265758,108.805009
 248123172100 | no_left_turn   | 34.267027,108.803458
 248129157100 | no_left_turn   | 34.340909,108.919634
 248129157100 | no_left_turn   | 34.340918,108.919786
 248129157100 | no_left_turn   | 34.340923,108.919956
 248129157100 | no_left_turn   | 34.340936,108.920307
 248129157100 | no_left_turn   | 34.342415,108.919626
 248202307100 | no_left_turn   | 34.259330,108.963126
 248202307100 | no_left_turn   | 34.259418,108.963118
 248202307100 | no_left_turn   | 34.259500,108.963121
 248202307100 | no_left_turn   | 34.259504,108.962984
 248202307100 | no_left_turn   | 34.259533,108.962028
 248299708100 | no_left_turn   | 34.210044,108.930952
 248299708100 | no_left_turn   | 34.210752,108.931116
 248323881100 | no_left_turn   | 34.310685,108.996874
 248323881100 | no_left_turn   | 34.310812,108.997085
 248383193100 | no_left_turn   | 34.247631,109.003084
 248383193100 | no_left_turn   | 34.247682,109.003218
 248447493100 | no_left_turn   | 34.210752,108.931116
 248447493100 | no_left_turn   | 34.211121,108.930942
 248527435100 | no_left_turn   | 34.275934,108.797405
 248527435100 | no_left_turn   | 34.276040,108.798485
 248548145100 | no_left_turn   | 34.214734,108.919139
 248548145100 | no_left_turn   | 34.214847,108.919652
 248551191100 | no_left_turn   | 34.258959,108.890124
 248551191100 | no_left_turn   | 34.259001,108.889619
 248551191100 | no_left_turn   | 34.259040,108.889514
 248596289100 | no_left_turn   | 34.241179,108.953901
 248596289100 | no_left_turn   | 34.241182,108.953850
 248596289100 | no_left_turn   | 34.241253,108.953922
 248596289100 | no_left_turn   | 34.241497,108.954018
 248620313100 | no_left_turn   | 34.221478,108.997533
 248620313100 | no_left_turn   | 34.222183,108.999463
 248677608100 | no_left_turn   | 34.239606,108.963462
 248677608100 | no_left_turn   | 34.241179,108.963353
 248677608100 | no_left_turn   | 34.241308,108.963798
 248677608100 | no_left_turn   | 34.241337,108.965920
 248706367100 | no_left_turn   | 34.280340,108.961414
 248706367100 | no_left_turn   | 34.280347,108.961750
 248745932100 | no_left_turn   | 34.241040,108.939053
 248745932100 | no_left_turn   | 34.241043,108.939158
 248745932100 | no_left_turn   | 34.241046,108.940271
 248745932100 | no_left_turn   | 34.241151,108.939054
 248745932100 | no_left_turn   | 34.241191,108.939053
