CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.532402-20180309172535-TEST 16.43 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.532923-20180313160048-TEST 16.33 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.533008-20180314110321-TEST 16.53 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.533063-20180314235836-TEST 16.53 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.534049-20180327202110-TEST 16.55 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.534049-20180327235158-TEST 6.43 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.534049-20180328000319-TEST 6.43 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.534049-20180328001152-TEST 7.17 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.534049-20180328002759-TEST 22.10 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.534049-20180328111552-TEST 13.96 MB
CN_NT_17Q2_Level0 DENALI_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.529868-20180228142506-TEST 16.43 MB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.395722-20150827082919-RC 7.69 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.394136-20150820101708-RC 7.72 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.401669-20150923221014-RC 8.04 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.392902-20150812180624-RC 7.72 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.399984-20150916171454-RC 7.73 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.406447-20151019222452-RC 4.41 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.399879-20150915173705-RC 7.73 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.401613-20150923142725-RC 7.99 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.407718-20151026191554-RC 8.06 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.391762-20150807020026-RC 7.72 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.406447-20151020123812-RC 8.06 GB
CN_NT_15Q1 GEN3_PBF-CN_NT_15Q1-AdaptorG2_UniDB_1.0.0.388179-20150717140125-RC 7.64 GB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_0.0.0.406447-20151020123630-TEST 10.22 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_0.0.0.406447-20151020140027-TEST 9.10 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_0.0.0.406447-20151020143519-TEST 9.10 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_0.0.0.406447-20151020150736-TEST 8.61 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_0.0.0.406447-20151020170100-TEST 8.27 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_0.0.0.406447-20151021110332-TEST 7.67 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_0.0.0.406447-20151022082336-RC 7.67 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.386831-20150707180741-DEV 7.92 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.389545-20150723193111-DEV 7.93 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.405562-20151014223653-TEST 9.37 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.406095-20151019202008-RC 8.39 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.406369-20151019141929-DEV 2.06 KB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.406369-20151019143245-RC 9.83 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.406369-20151019150613-RC 9.84 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.407718-20151027171959-TEST 8.38 MB
CN_NT_15Q1_Level0 GEN3_PBF-CN_NT_15Q1_Level0-AdaptorG2_UniDB_1.0.0.407718-20151027173209-TEST 11.96 MB
CN_NT_15Q3 GEN3_PBF-CN_NT_15Q3-AdaptorG2_UniDB_1.0.0-gen3.414417-20151204173843-DEV 8.74 GB
CN_NT_15Q3 GEN3_PBF-CN_NT_15Q3-AdaptorG2_UniDB_1.0.0-gen3.414479-20151208094401-DEV 8.74 GB
CN_NT_15Q3 GEN3_PBF-CN_NT_15Q3-AdaptorG2_UniDB_1.0.0-gen3.421243-20160122101258-RC 9.39 GB
CN_NT_15Q3 GEN3_PBF-CN_NT_15Q3-AdaptorG2_UniDB_1.0.0-gen3.421243-20160401112057-RC 8.81 GB
CN_NT_15Q3 GEN3_PBF-CN_NT_15Q3-AdaptorG2_UniDB_1.0.0-gen3.421243-20160411222319-RC 8.81 GB
CN_NT_15Q3 GEN3_PBF-CN_NT_15Q3-AdaptorG2_UniDB_1.0.0-gen3.421243-20160317171025-RC 8.81 GB
CN_NT_15Q3 GEN3_PBF-CN_NT_15Q3-AdaptorG2_UniDB_1.0.0-gen3.421243-20160503172447-TEST 703.95 MB
CN_NT_15Q3_Level0 GEN3_PBF-CN_NT_15Q3_Level0-AdaptorG2_UniDB_1.0.0-gen3.421243-20160122110912-RC 48.67 MB
CN_NT_15Q3_Level0 GEN3_PBF-CN_NT_15Q3_Level0-AdaptorG2_UniDB_1.0.0-gen3.414479-20151204173928-DEV 7.67 MB
CN_NT_15Q3_Level0 GEN3_PBF-CN_NT_15Q3_Level0-AdaptorG2_UniDB_1.0.0-gen3.421243-20160122103021-RC 12.31 MB
CN_NT_15Q3_Level0 GEN3_PBF-CN_NT_15Q3_Level0-AdaptorG2_UniDB_1.0.0-gen3.414479-20151207185949-DEV 13.84 MB
CN_NT_15Q3_Level0 GEN3_PBF-CN_NT_15Q3_Level0-AdaptorG2_UniDB_1.0.0-gen3.421243-20160122112253-RC 34.44 MB
CN_NT_15Q3_Level0 GEN3_PBF-CN_NT_15Q3_Level0-AdaptorG2_UniDB_1.0.0-gen3.421243-20160122135311-RC 49.97 MB
CN_NT_15Q3_Level0 GEN3_PBF-CN_NT_15Q3_Level0-AdaptorG2_UniDB_1.0.0-gen3.414479-20160104111504-DEV 58.00 MB
CN_NT_16Q1 GEN3_PBF-CN_NT_16Q1-AdaptorG2_UniDB_1.0.0-gen3.432952-20160512130150-RC 9.50 GB
CN_NT_16Q1 GEN3_PBF-CN_NT_16Q1-AdaptorG2_UniDB_1.0.0-gen3.421243-20160510144018-RC 9.63 GB
CN_NT_16Q1 GEN3_PBF-CN_NT_16Q1-AdaptorG2_UniDB_1.0.0-gen3.442220-20160614162009-RC 9.51 GB
CN_NT_16Q1 GEN3_PBF-CN_NT_16Q1-AdaptorG2_UniDB_1.0.0-gen3.442220-20160615175027-RC 9.51 GB
CN_NT_16Q1 GEN3_PBF-CN_NT_16Q1-AdaptorG2_UniDB_1.0.0-gen3.444520-20160628172021-RC 9.51 GB
CN_NT_16Q1 GEN3_PBF-CN_NT_16Q1-AdaptorG2_UniDB_1.0.0-gen3.444520-20160811100524-RC 9.52 GB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.421243-20160504104804-RC 347.47 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.421243-20160504134912-RC 48.67 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.421243-20160614103507-RC 48.66 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.444520-20160628174005-RC 12.30 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.444520-20160628184531-RC 12.30 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.444520-20160629094700-RC 12.30 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.444520-20160629101559-RC 12.30 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0-gen3.444520-20160629103346-RC 48.67 MB
CN_NT_16Q1_Level0 GEN3_PBF-CN_NT_16Q1_Level0-AdaptorG2_UniDB_1.0.0.467919-20170310094847-DEV 47.26 MB
CN_NT_17Q1 GEN3_PBF-CN_NT_17Q1-AdaptorG2_UniDB_1.0.0.495483-20170527125225-RC 23.55 GB
CN_NT_17Q1_Level0 GEN3_PBF-CN_NT_17Q1_Level0-AdaptorG2_UniDB_1.0.0.495391-20170526170018-RC 17.24 MB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.505521-20170802100949-DEV 13.93 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.505521-20170804134636-DEV 13.93 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.509118-20170828102354-DEV 13.14 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.510660-20170911090023-RC 13.14 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.511039-20170920134539-TEST 16.00 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.512535-20170921094432-RC 5.02 MB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.512535-20170921102508-RC 6.28 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.512535-20170921135221-RC 13.12 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.512535-20170922092816-RC 2.15 KB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.512815-20170922155316-RC 7.24 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.512843-20170922205525-RC 13.14 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.517136-20171018165616-RC 13.14 GB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-AdaptorG2_UniDB_1.0.0.525886-20180103111946-DEV 2.19 KB
CN_NT_17Q2 GEN3_PBF-CN_NT_17Q2-test_license_plate_20171220-20171220192542-TEST 13.13 GB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.496574-20170727172632-RC 12.37 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.496574-20170728131048-DEV 12.36 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.496574-20170728161345-DEV 12.92 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.505521-20170801161151-DEV 18.11 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.505521-20170807095154-DEV 13.94 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.509867-20170831185907-DEV 15.77 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.509867-20170901134114-DEV 15.78 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.510660-20170911151446-RC 15.93 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.511039-20170914145709-RC 12.81 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.512535-20170921095605-RC 13.12 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.512535-20170921101133-RC 13.13 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.524493-20171218181636-TEST 9.29 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.524493-20171220142230-TEST 9.30 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.524493-20171220172208-TEST 7.87 MB
CN_NT_17Q2_Level0 GEN3_PBF-CN_NT_17Q2_Level0-AdaptorG2_UniDB_1.0.0.526325-20180121223703-DEV 12.85 MB
CN_NT_17Q3 GEN3_PBF-CN_NT_17Q3-AdaptorG2_UniDB_1.0.0.525886-20180103175539-DEV 13.48 GB
CN_NT_17Q3 GEN3_PBF-CN_NT_17Q3-test_license_plate_20171220-20180104110335-DEV 13.47 GB
CN_NT_17Q3 GEN3_PBF-CN_NT_17Q3-test_license_plate_20171220-20180110014035-DEV 13.47 GB
CN_NT_17Q3 GEN3_PBF-CN_NT_17Q3-test_license_plate_20171220_Only_Shanggai-20180110192743-DEV 1.58 GB
TWN_HERE_17Q3 GEN3_PBF-TWN_HERE_17Q3-AdaptorG2_UniDB_1.0.0.000000-20171130133416-TEST 2.30 KB
CN_AXF_15Q4 YANGZI_NGX-CN_AXF_15Q4-TnMapDataAccess_rel-20161128-rc2-20161201213134-RC 1.08 GB
CN_AUTONAVI_17Q2 YANGZI_TRAFFIC-CN_AXF_17Q2-Traffic_Data_Builder_manual_20170122-20170919163022-RC 113.16 MB
CN_AUTONAVI_17Q2 YANGZI_TRAFFIC-CN_AXF_17Q2-Traffic_Data_Builder_manual_20170122-20171025200231-RC 35.40 MB
CN_AUTONAVI_17Q2 YANGZI_TRAFFIC-CN_AXF_17Q2-Traffic_Data_Builder_manual_20170122-20171204143011-RC 111.11 MB
CN_AXF_16Q3 DENALI_NGX_DELTA-CN_AXF_16Q3-TnMapDataAccess-linux-centos6x64-2.9.479732-trunk-20170220160850-RC 2.09 GB
index[data_stat_index] exist state is False
response of create index[data_stat_index]: {u'index': u'data_stat_index', u'acknowledged': True, u'shards_acknowledged': True}update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '14Q3'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'AUTONAVI'}}}, {'match': {'name': {'operator': 'and', 'query': u'traffic_location'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '15Q4'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'AUTONAVI'}}}, {'match': {'name': {'operator': 'and', 'query': u'traffic_location'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '11Q3'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'3D_landmark'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '11Q3'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'speed_camera'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '11Q3'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'cn_add_content'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '12Q3'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'3D_landmark'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '13Q1'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'3D_landmark'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '13Q1'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'speed_camera'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '13Q1'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'cn_add_content'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '13Q2'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'3D_landmark'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '13Q2'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'speed_camera'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN'}}}, {'match': {'version': {'operator': 'and', 'query': '13Q2'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'cn_add_content'}}}]}}, 'size': 5} 
update body: {'query': {'bool': {'must': [{'match': {'category': {'operator': 'and', 'query': 'raw_data'}}}, {'match': {'region': {'operator': 'and', 'query': 'CN_Level0'}}}, {'match': {'version': {'operator': 'and', 'query': '14Q1'}}}, {'match': {'vendor': {'operator': 'and', 'query': 'NAV2'}}}, {'match': {'name': {'operator': 'and', 'query': u'rdf'}}}]}}, 'size': 5} 
